Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
1.01E+14,Congress it cell & social media Pandhurna,Congress it cell & social media Pandhurna,2392,1
2.59E+14,????? ???????????? ???????? ???????? ???????,Divakargowda C D,2392,5
1.59E+14,Jeewan Yadav,Jeewan Yadav,2389,9
7.74E+14,Voice Of Healthcare,Voice Of Healthcare,2389,10
7.00E+14,Aakash Zaildar,Aakash Zaildar,2389,23
1.64E+14,Sampad Swain,Sampad Swain,2389,2
2.37E+14,Gajender Kumar Saluja,Sa Info Technologies,2389,34
1.14E+14,???? ??? ?????? ?????,???? ??? ?????? ?????,2387,4
3.28E+14,I Support Mukesh Sharma,GST Marketing,2383,6
2.73E+14,SunBurn Studios,SunBurn Studios,2383,1
1.03E+14,Sanjeev Thakur,Sanjeev Thakur,2382,18
1.24E+14,Clarus Lifestyle Jewellery,These ads ran without a disclaimer,2380,5
6.37E+14,The Politics,The Politics,2379,8
7.07E+14,Haryana ki goonj,SMMPackage Private Limited Company,2377,12
2.34E+14,Naara Prathap Reddy ???? ??????? ??????,Naara Prathap Reddy ???? ??????? ??????,2376,3
1.05E+14,Congress it cell & social media Sausar,Congress it cell & social media Sausar,2374,1
2.86E+14,Hindu Sena,Hindu Sena,2373,3
1.57E+14,Hari Bhooshan K,Hari Bhooshan K,2373,5
1.07E+14,Hasib Ul Hasan,Hasib Ul Hasan,2372,12
1.12E+15,Radheshyam Singh BJP,Radheshyam Singh BJP,2372,4
2.09E+14,DR. HIREMATH FOUNDATION,DR. HIREMATH FOUNDATION,2370,1
1.18E+15,Dadra & Nagar Haveli and Daman & Diu Tourism,Adglobal360 India Pvt. Ltd. - Jaipur,2369,2
8.66E+14,Sushil Singh,Sushil Singh,2368,39
1.03E+14,Khabar Bharat,Khabar Bharat,2367,6
1.25E+15,Kalyan Singh,Kalyan Singh,2366,2
1.21E+14,Dr. Sandip Bharude Heart Mission,These ads ran without a disclaimer,2365,1
1.34E+15,Bhupendra Singh Badoli,DELHI PUBLIC SCHOOL,2363,13
3.67E+14,The Marathi  Patil,The Marathi  Patil,2363,24
1.26E+15,Voice Of Karaikudi,Voice Of Karaikudi,2362,7
1.00E+14,Ashutosh Shankar Singh,Ashutosh Shankar Singh,2362,2
1.15E+14,Sushil Kumar Hodal Bjp,Sushil Kumar Hodal Bjp,2362,3
2.16E+14,Bhaidas I. Nagarale,Bhaidas I. Nagarale,2361,9
1.08E+14,Piyush Mishra,Piyush Mishra,2361,5
1.06E+14,The Khabarsaar,The Khabarsaar,2359,5
1.07E+15,F3 News,F3 News,2357,21
2.08E+14,Ramdas Masram,Ramdas Masram,2356,2
4.82E+14,Bharat pal,Bharat pal,2353,3
3.08E+14,KSNS Raju Ummadi Abyardhi,HigherIT,2352,6
1.50E+14,Sikkim Aawaz,Sikkim Aawaz,2351,9
4.32E+14,Shivaji Dandge Patil,Shivaji Dandge Patil,2350,9
3.31E+14,Troll Chandighar,leadmagnet,2349,1
1.44E+14,Suneel kumar Bablu Yadav,Suneel kumar Bablu Yadav,2349,3
8.27E+14,Freedom Firm,Freedom Firm,2348,8
1.42E+15,Yashpal Batra,Yashpal Batra,2348,10
2.14E+14,Adesh Chaudhary,Adesh Chaudhary,2347,10
3.91E+14,Ajay Bhatt,Ajay Bhatt,2346,8
1.07E+14,Kento Jini,Kento Jini,2343,2
1.34E+15,Yashpal Singh Gurjar,Websikar Technologies Pvt. Ltd.,2341,4
1.59E+14,Creativ Ad Agency,Creativ Ad Agency,2338,4
5.64E+14,Amin Kagzi,Amin Kagzi,2336,79
1.80E+15,Subodh Singh Aligarh,Subodh Singh Aligarh,2334,18
6.49E+14,Kishor Das,These ads ran without a disclaimer,2334,1
1.84E+14,Manobhav Tripathi,Manobhav Tripathi,2332,17
1.59E+14,UNFPA,These ads ran without a disclaimer,2330,1
1.15E+14,Ludhiana PLUS,Ludhiana PLUS,2330,86
1.07E+14,Tashi Gyalson,Tashi Gyalson,2329,7
2.80E+14,Arvind Sen Yadav,ANUMAN SOFTECH PRIVATE LIMITED,2326,4
3.27E+14,??????? ????,??????? ????,2325,13
1.39E+14,Kiranjeet Kaur,Socializar,2325,6
1.01E+14,??? ????,??? ????,2325,10
1.21E+14,Office Of Himanshu Jain,Suryanetram,2324,3
2.12E+14,Jayachandran S,Jayachandran S,2321,27
1.42E+14,Narendra Kumar Deepak,Narendra Kumar Deepak,2320,21
1.08E+14,Kanta Chautala,Kanta Chautala,2318,4
2.02E+14,Durgacharan Mishra,Lemon Dot Media Private Limited,2315,1
2.59E+14,Mahant Rajendra Puri,Mahant Rajendra Puri,2312,15
1.11E+14,Support Bharat Basnett For MP,Citizen Action Party-Sikkim,2310,2
4.21E+14,Kunal Choudhary,Kunal Choudhary,2307,3
1.75E+15,Mind Speaks,Mind Speaks,2306,7
1.03E+14,Rahul Dongle,Rahul Dongle,2304,1
1.08E+14,Bhola Dey,Bhola Dey,2303,42
2.06E+14,?????? ???,These ads ran without a disclaimer,2302,1
2.83E+14,Narendra Modi for PM,Modi For PM Organisation,2301,2
1.20E+14,Viplesh Ghai,Viplesh Ghai,2300,6
1.13E+15,?????????? ??????,?????????? ??????,2300,15
1.64E+15,?????? ???? - Archana Ghare,?????? ???? - Archana Ghare,2299,5
1.09E+14,Faridabaat,Faridabaat,2299,8
1.44E+15,DK Shivakumar,DK Shivakumar,2297,4
1.03E+14,Dr V Muthuraja MLA,Dr V Muthuraja MLA,2296,25
1.04E+14,Rohtak Ki Aawaz Newspaper - ????? ?? ????,Rohtak Ki Aawaz Newspaper - ????? ?? ????,2295,20
1.19E+14,Swapan Kumar Talukdar,Swapan Kumar Talukdar,2295,17
3.84E+14,Dr. Mukut Mani Adhikari supporter,Dr. Mukut Mani Adhikari supporter,2295,5
1.17E+14,Prabhakar Mutthe Patil -??????? ?????? ?????,Prabhakar Mutthe Patil -??????? ?????? ?????,2293,9
1.85E+14,Pracharmantri.com,Pracharmantri.com,2291,24
1.75E+15,Ekotech Group,These ads ran without a disclaimer,2291,2
1.05E+14,Dr Rajesh Mishra,Dr Rajesh Mishra,2290,7
8.61E+14,Azeem Shaikh Congress Leader,Azeem Shaikh Congress Leader,2290,6
2.12E+14,Rajesh Kumar Dwivedi,workforce Infotech,2290,4
1.01E+14,President IIA Neeraj Singhal,President IIA Neeraj Singhal,2288,5
2.92E+14,Mootha sasidhar,Mootha sasidhar,2288,9
2.14E+14,Fan's Club Mission Modi 2024,Fan's Club Mission Modi 2024,2287,9
1.03E+14,EMedia Khabar,EMedia Khabar,2286,3
1.43E+15,Narender Nagar,Narender Nagar,2283,2
1.69E+15,Samrat Abhay Thorat,OutFlow Social,2283,12
1.74E+14,Swapnil Likhar,Swapnil Likhar,2281,10
1.50E+15,B With OICC,B With OICC,2279,20
1.07E+14,I-Press INDIA,I-Press INDIA,2278,24
1.01E+14,Mahendra Singh Ralawata,Mahendra Singh Ralawata,2278,25
1.00E+14,?? ??? ??? ???? ?????? ?????? KRS Party Koppala District,?? ??? ??? ???? ?????? ?????? KRS Party Koppala District,2277,2
1.03E+14,Vipra sena,Vipra sena,2277,6
7.93E+14,Sikkim Republican,Sikkim Republican,2276,4
3.59E+14,Suresh Bhoyar,Suresh Bhoyar,2274,3
1.09E+14,?? ???????? ??,?? ???????? ??,2273,20
1.08E+14,?????? ????,?????? ????,2273,5
7.34E+14,TJ GOVINDARAJAN,TJ GOVINDARAJAN,2265,3
1.45E+14,Janasena Party Tenali,Janasena Party Tenali,2265,2
1.09E+14,S.Gurmeet Singh Soora,S.Gurmeet Singh Soora,2263,10
1.12E+14,Bhanu Prakash Reddy,Bhanu Prakash Reddy,2263,8
1.17E+14,Adivasi Herbal,These ads ran without a disclaimer,2263,14
3.43E+14,Amazon mini TV,These ads ran without a disclaimer,2259,7
1.57E+14,Vatsal Bora,Vatsal Bora,2257,6
1.66E+15,Purnanshu Ojhha,Purnanshu Ojhha,2256,21
1.03E+14,MS Baig,MS Baig,2256,3
4.00E+14,Nasyam Mohammed Farook,Nasyam Mohammed Farook,2255,4
2.13E+14,Rishi Mishra,KNOVATIK SPACE PVT LTD,2253,6
1.10E+14,Raj Deshmukh - ??? ??????,OutFlow Social,2252,3
2.54E+14,Sandeep beniwal kumharia,Sandeep beniwal kumharia,2251,28
1.14E+14,Sukhwinder Singh Kaka Kamboj,Sukhwinder Singh Kaka Kamboj,2246,17
1.01E+14,Pradip Prasad,Pradip Prasad,2244,6
1.21E+14,Bhovi Tarabai,Bhovi Tarabai,2240,4
1.16E+14,Telugu Desam Party: Rampachodavaram,Telugu Desam Party: Rampachodavaram,2237,5
1.08E+14,Rajkaran - ???????,Rajkaran - ???????,2235,5
1.86E+15,Bengaluru Hindus,Bengaluru Hindus,2234,3
1.92E+14,Apollo Tyres,These ads ran without a disclaimer,2233,1
1.87E+15,Dr. Anil Maurya,Political Post Broadcast Pvt Ltd,2227,7
8.12E+14,Devendra Rajesh Kothe,Devendra Rajesh Kothe,2227,4
1.01E+14,?? ?? ????,?? ?? ????,2227,2
1.01E+14,Ajay Kumar Singh - Aditya,Ajay Kumar Singh - Aditya,2226,27
1.03E+14,Annai Fashions,Annai Fashions,2225,4
2.17E+14,BHANU SAHAY  ???? ????,BHANU SAHAY  ???? ????,2224,5
7.89E+14,ENO India,These ads ran without a disclaimer,2221,1
1.04E+14,Chandigarh TV,Chandigarh TV,2221,17
2.46E+14,Concept World,Concept World,2221,6
2.30E+14,Faridabad Unity,Media Guys,2221,7
7.20E+14,Swami Sumedhanand Saraswati,Sunil ydv SS,2216,4
3.57E+14,OutReach Media,OutReach Media,2216,10
1.02E+14,??.????????? ???????? ????? / Darsanatai Swapnil Pathare,??.????????? ???????? ????? / Darsanatai Swapnil Pathare,2211,24
1.03E+14,Dhiraj Yadav AAP,Dhiraj Yadav AAP,2211,2
1.11E+14,Maa Mandakini,Maa Mandakini,2204,3
1.25E+15,Topon Kumar Gogoi,Topon Kumar Gogoi,2203,3
1.14E+14,?? ??? ??? ???? ??????? - KRS Party Vijayapura,?? ??? ??? ???? ??????? - KRS Party Vijayapura,2201,2
8.28E+14,Gobind Agrawal,Gobind Agrawal,2201,19
1.00E+14,Dr.MITESH C SHAH,Right Business Avenues LLP,2200,2
3.11E+14,Pipili Maage Ashrit Pattnayak,kosal Patrika.com,2200,3
1.69E+15,News Reporter,News Reporter,2200,3
1.00E+14,Parshuram Army,Parshuram Army,2200,14
1.80E+15,Shaurya Deep Srivastava - Sachin,Shaurya Deep Srivastava - Sachin,2200,3
5.79E+14,Vijay Sharma,ads@credeskservices.com,2199,19
2.16E+15,Priyanka Pravin Barse,Priyanka Pravin Barse,2198,16
1.01E+14,Jeevan Bappu Jadhav,Jeevan Bappu Jadhav,2198,3
1.11E+14,????????? ??????,Pollstics Consulting,2198,2
4.00E+14,Deepraj gurjar,Digiway EMedia Solutions Private Ltd,2198,8
1.09E+14,Congress Nimbahera,Congress Nimbahera,2198,17
1.82E+14,NSUI Nimbahera,NSUI Nimbahera,2196,14
1.01E+14,Digital Laksh Vedhak,Digital Laksh Vedhak,2195,6
1.12E+14,BJP Keonjhar,James Mehan,2192,8
3.04E+14,Nikhil Madaan,Nikhil Madaan,2192,13
4.73E+14,Atik Kapadia,Atik Kapadia,2190,24
1.15E+14,swami Devendra Prakash,swami Devendra Prakash,2189,9
4.20E+14,Ram Biotech Tissue Culture Laboratory & Papaya Nursery,Ram Biotech Tissue Culture Laboratory & Papaya Nursery,2188,3
4.35E+14,Yogendra Singh Mandloi,Yogendra Singh Mandloi,2188,36
1.09E+14,Pupilfirst,Pupilfirst Private Limited,2185,1
1.52E+15,Venkatesh Multistate,SASH MEDIA,2184,17
1.37E+15,Unmesh Patil - ?????? ?????,Unmesh Patil - ?????? ?????,2183,4
1.06E+14,Gagan Jaipuria,Gagan Jaipuria,2183,20
2.24E+14,Bharat Chingu,digitalprachar,2182,14
1.02E+14,Ashok Kumar Maurya,MEOG IT SOLUTIONS,2181,25
3.14E+14,Gurveer Singh,Gurveer Singh,2181,15
2.15E+14,Bhojpuri mudda,Bhojpuri mudda,2181,5
1.20E+14,"????? ??????, ????? ????????? ???????, ????? ??????","????? ??????, ????? ????????? ???????, ????? ??????",2179,14
1.15E+14,Telugu Desam Party: Rayachoti,Telugu Desam Party: Rayachoti,2179,5
2.79E+14,Rajasamand Ki Naari Shakti,Mindbreak Media,2178,4
1.79E+14,Padmacharan Haiburu,Padmacharan Haiburu,2177,6
1.19E+14,Devdatta Nikam - ??????? ????,Devdatta Nikam - ??????? ????,2175,4
4.10E+14,National Awami United Party,Rodiex Services LLP,2169,12
1.04E+15,Hitesh Kalita,Hitesh Kalita,2169,21
7.04E+14,Bharti Pardhi,Bharti Pardhi,2167,3
1.69E+15,Hinu Mahajan - Advocate,Hinu Mahajan - Advocate,2167,2
4.90E+14,Sharwan Singh Bagdi,Sharwan Singh Bagdi,2163,20
1.11E+14,Telugu Desam Party: Tuni,Telugu Desam Party,2161,5
2.61E+14,Aiadmk Dr.Saravanan,Surya Trust,2159,7
1.15E+14,Kapil Kumar,Kapil Kumar,2157,24
8.64E+14,Vishal Singh Chanchal,Vishal Singh Chanchal,2157,37
3.15E+14,Ashok Thakur,Ashok Thakur,2155,1
1.02E+14,Hari Prasad Baliwal,Hari Prasad Baliwal,2154,5
6.64E+14,PETRONAS Lubricants International,These ads ran without a disclaimer,2153,3
2.06E+14,Ramprakash choudhary,Dilip Choudhary,2151,2
2.52E+14,????? ????? ????,Maharashtra Bhumi,2148,4
2.42E+14,Bhavanatai Gawli Patil FC,Third Eye Digital Marketing,2144,13
1.27E+14,Devendra Jha,Digital Kumbh Pvt. Ltd.,2144,7
1.17E+14,Rakesh Sharma,Rakesh Sharma,2144,4
8.69E+14,Parvinder Sohana,Parvinder Sohana,2140,4
1.14E+14,Telugu Desam Party: Rajampet,Telugu Desam Party: Rajampet,2140,6
1.02E+14,Hemlata Diwakar Kushwaha,Hemlata Diwakar Kushwaha,2139,4
3.56E+14,Arun Upreti,Arun Upreti,2139,8
1.12E+14,Telugu Desam Party: Singanamala,Telugu Desam Party,2135,4
1.93E+14,Team Sachin Chaudhary Amroha,Image Vistar Solutions,2133,12
2.07E+15,Indira Charitable Trust,Indira Charitable Trust,2133,18
1.67E+15,Pushpak Foundation,Pushpak Foundation,2132,4
7.30E+14,Kashi Prasad Tiwari,Kashi Prasad Tiwari,2131,1
3.43E+14,Ropar Live,Shourya India,2131,11
1.02E+14,Abhishek Sagar ?????? ????,Abhishek Sagar ?????? ????,2126,2
1.10E+14,Manoj Banerjee,Manoj Banerjee,2124,4
1.05E+14,???? ?????? ???? ????,???? ?????? ???? ????,2124,5
3.93E+14,Sanjeev Saxena,Sanjeev Saxena,2123,4
1.01E+15,Sunil ydv SS,Sunil ydv SS,2122,6
2.48E+14,Dr Chinta Mohan,Dr Chinta Mohan,2120,4
1.08E+14,Faridabad Kesari,Faridabad Kesari,2120,3
9.05E+14,Political Analysis and Research Committee,Political Analysis and Research Committee,2119,6
1.24E+14,Rahul Singh Lodhi,Rahul Singh Lodhi,2119,3
1.05E+14,Santosh Raghunath Nalawade,Santosh Raghunath Nalawade,2119,5
1.08E+14,Karauli Diagnostics,Karauli Diagnostics,2119,6
1.07E+14,???? ???????? ?????,???? ???????? ?????,2119,2
2.29E+14,Pogoso,Pogoso,2119,3
2.70E+14,Lalit Solanki,Lalit Solanki,2117,10
1.00E+14,Rabi Shankar Singh,Rabi Shankar Singh,2116,4
2.68E+14,Team Sachin Chaudhary Naugawan Sadat,Image Vistar Solutions,2116,22
1.28E+14,Komatireddy Rajgopal Reddy,Komatireddy Rajgopal Reddy,2115,3
2.22E+14,Abhishek Singh,Abhishek Singh,2113,3
2.20E+14,Dr Karambir Singh,Dr Karambir Singh,2113,17
1.30E+14,Khushboo Gupta,Khushboo Gupta,2113,34
7.03E+14,???? ??????,???? ??????,2113,22
1.02E+14,Rajsingh - Amit Bhadana,Prettify Creative,2112,2
2.64E+15,Bjp4Bharatpur,Bjp4Bharatpur,2112,63
1.55E+14,Federal Janata Affairs Choice,F-JAC EC,2111,4
1.01E+14,Soni Rana,Soni Rana,2111,5
1.10E+14,Carlos Grant,These ads ran without a disclaimer,2111,3
1.12E+14,Business in Bihar - BIB,Business in Bihar - BIB,2109,1
1.57E+15,South Media 24,South Media 24,2109,5
1.03E+14,Binod jaiswal,Binod jaiswal,2109,5
1.12E+14,Apex Online Solution,Apex Online Solution,2109,8
1.12E+14,Haryana ki Pehli Khabar,SMMPackage Private Limited,2108,8
1.01E+14,?? ?????????,?? ?????????,2104,2
1.14E+14,Santosh Joshi,Santosh Joshi,2102,10
3.08E+14,Jalore Ka Kisan,Mindbreak Media,2102,5
1.93E+15,Jasveer Valmiki,MediaTechTemple,2100,2
5.15E+14,Aadi Srinivas,Aadi Srinivas,2099,9
2.15E+14,Focus Haryana,Focus Haryana,2098,10
2.52E+14,Worthy Lives Charitable Foundation,These ads ran without a disclaimer,2096,1
2.11E+14,Mahesh Sharma,Digigiri Enterprises,2095,1
1.16E+14,Amar Sable,Gothic Digital,2094,10
1.85E+14,Ncc Sudhan,Ncc Sudhan,2094,8
6.20E+14,Hasmukh Patel,Hasmukh Patel,2093,2
1.03E+14,Dr.Harjit shahri Buke,Dr.Harjit shahri Buke,2093,14
1.06E+14,Sunil Kumar Sachdeva,Sunil Kumar Sachdeva,2091,6
8.93E+14,Maha Forest,Maha Forest,2090,12
2.87E+14,Namma DKS,Namma DKS,2087,4
1.18E+15,Mathimole M Mathew,These ads ran without a disclaimer,2087,2
3.81E+14,???? ?????? ????? ?????,Dera Ballan,2086,3
1.73E+14,Siddharth Bhanushali,These ads ran without a disclaimer,2086,3
1.72E+15,Vinod Patil,Vinod Patil,2084,7
1.01E+14,Sourav Roy,Sourav Roy,2084,5
1.25E+14,Labhchand Patel,Labhchand Patel,2084,2
1.13E+15,Bhumana Karunakar Reddy,Bhumana Karunakar Reddy,2083,1
1.68E+15,Vijendra Mahawa -Gurjar,Vijendra Mahawa -Gurjar,2081,2
1.01E+14,PONDY News,PONDY News,2080,5
8.41E+14,Killy Aneesh,Killy Aneesh,2079,1
3.10E+14,Banswara Ka Bhai,Mindbreakmedia,2078,4
5.41E+14,Kuldeep Kakran,Kuldeep Kakran,2076,6
7.08E+14,S N Tiwari,S N Tiwari,2076,5
3.33E+14,????? ????? ??????,MahaReport,2076,1
4.68E+14,Partap Singh Bajwa,Partap Singh Bajwa,2075,4
3.15E+14,Congress Ayegi Khushiya Layegi,The Digital Add,2075,5
2.66E+14,Chetan Kalia,Chetan Kalia,2074,9
1.03E+14,Vijay Pasi,Vijay Pasi,2072,13
4.16E+14,Ravinder Singh Paniyala,Ravinder Singh Paniyala,2069,11
1.18E+15,Vishnu Dayal Ram,Vishnu Dayal Ram,2068,18
3.24E+14,Rakesh Pathania,Anurag Pratap Singh,2068,4
2.15E+14,Grahak Dakshata Kalyan Foundation,Grahak Dakshata Kalyan Foundation,2068,3
2.83E+14,Shri.Raisen Murmu,Dimension Digital Controlls Pvt. Ltd.,2067,6
2.76E+14,Bhilwara Ka Aadrash,Mindbreakmedia,2064,4
2.54E+14,Adv. Ashok Muley - ???? ????,Third Eye Digital Marketing,2064,1
9.63E+14,Ajay Vishnoi,Ajay Vishnoi,2064,1
1.47E+14,USI Party- Tamilnadu,United States of India Party,2064,2
1.48E+15,Hemant Rasane,Hemant Rasane,2063,22
1.07E+14,CureBay,These ads ran without a disclaimer,2061,6
2.55E+14,????? ????? ?????,These ads ran without a disclaimer,2060,15
1.03E+14,Bhisham sharma ex mla,Bhisham sharma ex mla,2059,24
7.74E+14,KCRism,KCRism,2059,3
6.48E+14,Ashok Chandna,Ashok Chandna,2058,3
1.71E+14,Jawahar Singh Bedam,Jawahar Singh Bedam,2057,4
3.50E+14,Tata AIA Life,These ads ran without a disclaimer,2056,2
5.01E+14,P.Satya Reddy,P.Satya Reddy,2056,6
2.37E+15,Ramgopal Bairwa,Ramgopal Bairwa,2052,2
1.08E+14,MH 25 News,MH 25 News,2052,8
1.09E+14,Sri Balaji Solar Energies,These ads ran without a disclaimer,2051,1
1.19E+14,Kritika Jain,D P Enterprises,2051,11
1.01E+14,Bhai Parveen Kumar,Bhai Parveen Kumar,2047,6
1.19E+14,vedanshivala,These ads ran without a disclaimer,2047,1
1.05E+14,National Commission for Backward Classes - NCBC,Tapadia Creative Private Limited,2046,1
1.55E+14,News Unplugged,News Unplugged,2045,2
1.06E+14,Telugu Desam Party: Allagadda,Telugu Desam Party,2041,5
1.65E+15,Sanjay Ahluwalia,Sanjay Ahluwalia,2039,3
1.05E+14,Ek News24,Ek News24,2036,1
1.05E+14,Telugu Desam Party: Parvathipuram,Telugu Desam Party: Parvathipuram,2036,7
1.51E+15,Kuljit Singh Nagra,Kuljit Singh Nagra,2036,7
1.05E+14,Nilu sharma,Neelu sharma,2035,17
2.27E+14,Acharya Lokendra,Acharya Lokendra,2033,29
1.07E+14,?????? ????? ??????,?????? ????? ??????,2033,14
2.32E+14,?????? ???????,?????? ???????,2031,9
6.27E+14,Lalit Vasoya Fanclub,Lalit Vasoya Fanclub,2030,15
1.83E+14,Hindu Supporters,Hindu Supporters,2029,1
8.20E+14,Susant Kumar Rout,Susant Kumar Rout,2027,5
2.46E+14,MLA Deshraj Karanwal,MLA Deshraj Karanwal,2026,6
1.74E+15,Amolak Singh,Amolak Singh,2026,2
1.07E+14,Dr. Bharat lal mathuria,Brainox Tech,2025,14
1.14E+14,Rashid Raza Ansari,Rashid Raza Ansari,2023,18
1.29E+14,Samrat TV,Samrat TV,2023,7
1.01E+14,Sagar Breaking News Wala,BREAKING NEWS WALA,2022,5
1.05E+14,Go Marketing TN,Go Marketing TN,2020,3
2.01E+14,Captain Yogesh kumar,Captain Yogesh kumar,2019,31
9.21E+14,Udai Bhan,Udai Bhan,2019,8
2.72E+14,Dr. G V Praveen Kumar Reddy,Dr. G V Praveen Kumar Reddy,2018,13
7.52E+14,Dr. Priyanka Maurya,Dr. Priyanka Maurya,2016,1
2.11E+14,Suresh Kumar Shetkar,Politics for Impact,2016,6
1.33E+14,Badalbo Chhattisgarh - ????? ????????,Badalbo Chhattisgarh - ????? ????????,2015,2
2.64E+14,JSP Nellimarla Campaigns,Miracle Software Systems(I) Pvt. Ltd,2015,2
1.03E+14,????? ?? ????,????? ?? ????,2013,19
3.14E+14,Smt.Pritinanda Kanungo,Dimension Digital Controlls Private Limited,2013,8
1.09E+14,All About Marketing,Futuready Media,2013,17
1.48E+14,Honeywell,These ads ran without a disclaimer,2012,4
5.34E+14,Kosli Congress,Kosli Congress,2012,5
1.06E+14,The Summer News Himachal,The Summer News Himachal,2012,1
4.89E+14,Prof. Ramesh Bornare Sir - ??????? ??,Prof. Ramesh Bornare Sir - ??????? ??,2010,3
1.03E+14,AP With Lokesh,Politics for Impact,2009,3
1.20E+14,Manas Jaiswal,Manas Jaiswal,2009,3
1.02E+14,Punjab Pollution Control Board - PPCB,Punjab Pollution Control Board - PPCB,2009,9
6.09E+14,Anant Bharti,Anant Bharti,2008,11
3.47E+14,Double Engine Sarkar-BJP,The Digital Add,2008,5
1.01E+14,Vikas Budania,Vikas Budania,2008,1
1.76E+14,Sandeep Arava,Sandeep Arava,2008,4
1.12E+14,Naresh Kanojia,Naresh Kanojia,2006,11
1.37E+14,Siwan Rajput Group,Siwan Rajput Group,2005,7
1.09E+14,Dhananjay Alhat - ????? ??????,Dhananjay Alhat - ????? ??????,2004,5
1.66E+15,Chandan Thakur BJP,Chandan Thakur BJP,2004,2
1.04E+14,Balveer singh Rathore sapunda,Balveer singh Rathore sapunda,2004,1
8.15E+14,Gajender Kumar Saluja,Gajender Kumar Saluja,2002,31
1.07E+14,Adamya Bharat,Adamya Bharat,2001,2
8.73E+14,DC Mandi,DC Mandi,2000,1
1.14E+14,?????? ??????,?????? ??????,2000,1
1.40E+15,Dr. Syama Prasad Mookerjee Research Foundation,Dr. Syama Prasad Mookerjee Research Foundation,2000,1
1.13E+14,???? ?????????,???? ?????????,2000,1
1.01E+14,Gitta Jaya Surya,Gitta Jaya Surya,2000,1
1.02E+14,Yadwinder Singh Karfew,Yadwinder Singh Karfew,2000,1
1.52E+14,Mannemala Sukumar Reddy,Mannemala Sukumar Reddy,2000,3
1.11E+14,Ayyanna Patrudu Chinthakayala,Ayyanna Patrudu Chinthakayala,2000,1
1.17E+14,Dharmendra Bhardwaj MLC Fan's,Dharmendra Bhardwaj MLC Fan's,2000,1
1.09E+14,World Skill Center,World Skill Center,2000,1
8.90E+14,Rajan Raje,Rajan Raje,2000,1
1.68E+14,Kalyan Krishna Kurasala,Kalyan Krishna Kurasala,2000,2
2.72E+14,Jaiveer Singh ?Samarthak?,Red Lemon,2000,4
1.25E+14,YSRCP Kakinada District President,YSRCP Kakinada District President,2000,2
1.04E+14,Rajiv Ranjan Singh  Lalan Singh,Janata Dal (United),2000,1
2.29E+14,Annie Raja,Annie Raja,2000,1
1.07E+14,Team Kadiyam Kavya Akka,Team Kadiyam Kavya Akka,2000,2
2.64E+14,Congress NYAY Guarantee,Indian Youth Congress,2000,1
1.13E+14,????????????? - MahavikasAghadi,????????????? - MahavikasAghadi,2000,1
2.65E+14,Pinipe Viswarup,S-Team Services,2000,1
1.12E+14,Biswajeet Nayak KOREI,Biswajeet Nayak KOREI,2000,1
1.12E+14,Sai Dhekane - INC,Sai Dhekane - INC,2000,7
2.52E+14,Nellore Rural - Vijaya Sai Reddy Vijayam Kosam,Udayagiri  - Vijaya Sai Reddy Vijayam Kosam,2000,1
4.61E+14,Zile Ram Sharma,Zile Ram Sharma,2000,2
1.06E+14,Vikash Saharan,Vikash Saharan,1999,5
3.54E+14,Neeraj Bali Journalist,Neeraj Bali Journalist,1999,1
1.13E+14,??. ????????? ??????? ?????? ???? - Dr. Babasaheb Ambedkar Kamgar Sena,??. ????????? ??????? ?????? ???? - Dr. Babasaheb Ambedkar Kamgar Sena,1998,22
1.80E+14,Tulsi Silawat,Tulsi Silawat,1997,3
1.08E+14,Tag Digital Solutions,Tag Digital Solutions,1996,3
1.14E+14,Sushma Kharkwal,Sushma Kharkwal,1993,19
1.04E+14,Rajesh sadhotra,Rajesh sadhotra,1993,7
1.65E+15,Lalit Mohan Mishra,09 Cloud Solutions,1993,3
1.06E+14,Telugu Desam Party: Kovuru,Telugu Desam Party: Kovuru,1992,6
1.06E+14,Manoj Ghumariya,Manoj Ghumariya,1992,5
1.40E+15,???? ???? ???? Radha Mohan Singh,Shaaraj communication,1990,1
1.08E+14,??????? ??? ????????????,??????? ??? ????????????,1990,8
4.08E+14,Ravinder Dabas Rocky,Ravinder Dabas Rocky,1990,11
1.05E+14,Dr Anuhya Reddy,Dr Anuhya Reddy,1989,5
4.66E+14,Shekhar Bhoyar,Shekhar Bhoyar,1988,2
1.05E+14,Chintala Sai Krishna Reddy,Chintala Sai Krishna Reddy,1987,19
2.26E+14,Poonamben voice of jamnagar,EdMeta,1986,14
1.40E+14,Bhushan Potdar,Bhushan Potdar,1985,4
2.15E+14,Suresh Yadav,Suresh Yadav,1984,7
8.67E+14,GulbargaTimes,GulbargaTimes,1984,5
2.03E+14,Qasem Abuhamra,These ads ran without a disclaimer,1983,1
6.24E+14,Ranjeeta Mehta,Ranjeeta Mehta,1981,20
1.45E+15,KnownSense Media,KnownSense Media,1981,4
3.42E+14,Changathikoottam  ?????????????,Changathikoottam  ?????????????,1980,7
